r,l,t
0.31,32,41.464844
0.31,32,41.514191
0.28,32,41.562307
0.28,32,41.610011
0.28,32,41.658613
0.28,32,41.701929
0.31,20,41.731177
0.28,32,41.774584
0.28,32,41.81536
0.28,32,41.862864
0.26,32,41.90364
0.26,32,41.942877
0.3,14,41.961197
0.31,32,42.011519
0.31,32,42.054862
0.28,32,42.099936
0.31,32,42.153594
0.3,14,42.176249
0.29,32,42.230183
0.28,32,42.277531
0.28,32,42.323997
0.28,32,42.365742
0.28,32,42.408489
0.26,32,42.455734
0.28,32,42.498862
0.28,32,42.548651
0.28,32,42.592663
0.28,32,42.638294
0.28,32,42.692589
0.31,32,42.742666
0.28,32,42.794245
0.28,32,42.838506
0.3,14,42.862097
0.3,28,42.906828
0.21,32,42.94824
0.28,32,42.988877
0.26,32,43.03434
0.28,32,43.078023
0.21,32,43.123953
0.28,32,43.169579
0.31,30,43.208699
0.18,32,43.248983
0.28,14,43.26804
0.28,32,43.311027
0.3,32,43.35163
0.28,32,43.396948
0.3,26,43.4333
0.28,32,43.473741
0.31,32,43.515527
0.28,32,43.565827
0.28,32,43.612248
0.3,32,43.656648
0.28,32,43.712739
0.28,32,43.755295
0.28,32,43.798785
0.31,32,43.842362
0.31,32,43.888732
0.3,24,43.916136
0.26,32,43.957665
0.3,16,43.977161
0.3,20,44.001896
0.26,32,44.043835
0.28,32,44.088827
0.3,20,44.114494
0.31,32,44.16563
0.28,32,44.20908
0.3,32,44.251247
0.26,32,44.295587
0.26,32,44.338543
0.28,32,44.378051
0.31,18,44.401852
0.29,32,44.441269
0.28,32,44.503551
0.3,32,44.546861
0.28,32,44.594563
0.29,32,44.640532
0.31,32,44.680867
0.26,32,44.735387
0.3,26,44.768219
0.28,32,44.815304
0.28,32,44.860641
0.28,32,44.901423
0.28,32,44.947017
0.3,18,44.973122
0.28,32,45.018747
0.28,32,45.069806
0.31,32,45.110793
0.28,32,45.15824
0.28,32,45.200133
0.31,32,45.24043
0.29,32,45.281971
0.3,28,45.318198
0.31,32,45.361436
0.3,20,45.388786
0.31,32,45.427596
0.31,32,45.469238
0.3,18,45.48956
0.31,32,45.539979
0.31,32,45.584063
0.3,32,45.626252
0.29,32,45.670539
0.31,32,45.710604
0.31,32,45.759907
0.28,32,45.80763
0.28,32,45.845884
0.28,32,45.886999
0.28,32,45.928609
0.28,32,45.982405
0.31,32,46.043873
0.24,14,46.062271
0.26,32,46.102727
0.28,32,46.147568
0.24,14,46.163569
0.28,32,46.209987
0.3,16,46.234658
0.31,32,46.284225
0.31,32,46.32814
0.28,32,46.369746
0.21,16,46.390392
0.3,32,46.435163
0.3,18,46.456524
0.3,30,46.502246
0.3,16,46.525527
0.31,32,46.570218
0.22,32,46.615183
0.32,20,46.643398
0.28,18,46.668484
0.17,32,46.714308
0.26,32,46.759515
0.26,32,46.81113
0.3,32,46.859999
0.22,32,46.899753
0.38,32,46.947006
0.28,32,46.992672
0.28,32,47.040974
0.26,32,47.083388
0.28,32,47.122904
0.26,32,47.165707
0.26,32,47.208881
0.1,32,47.254271
0.16,32,47.30169
0.2,32,47.34296
0.15,32,47.383725
0.28,32,47.439821
0.22,32,47.490432
0.07,32,47.536898
0.22,30,47.579721
0.21,30,47.622244
0.21,32,47.665583
0.2,32,47.714178
0.19,32,47.762061
0.18,32,47.8157
0.2,26,47.85212
0.22,18,47.878836
0.37,24,47.911348
0.22,32,47.959352
0.29,32,48.008165
0.3,20,48.035633
0.28,24,48.07012
0.21,32,48.115031
0.21,14,48.134861
0.21,24,48.166856
0.3,32,48.212319
