r,l,t
0.37,28,10.089861
0.41,32,10.107028
0.35,28,10.119212
0.35,32,10.133218
2.83,10,10.137832
0.21,32,10.153823
0.31,20,10.162472
0.28,16,10.16954
2.85,22,10.178841
2.79,18,10.187198
2.82,24,10.197536
0.23,32,10.2112
2.78,10,10.215716
0.4,24,10.226646
2.86,24,10.236678
2.84,26,10.2477
2.73,10,10.252237
0.39,32,10.266003
2.82,14,10.272147
2.81,12,10.277452
2.83,12,10.282714
0.35,32,10.296658
2.79,12,10.30203
2.89,22,10.314719
0.27,32,10.329318
2.93,28,10.341274
0.23,32,10.355477
2.75,12,10.360974
0.32,22,10.37043
2.88,20,10.379077
2.79,16,10.385983
2.92,28,10.397808
2.91,22,10.407242
2.85,20,10.416011
0.26,32,10.430168
2.81,14,10.436353
2.78,10,10.440842
2.8,24,10.451312
0.33,24,10.479132
2.84,22,10.488684
2.84,14,10.494881
0.35,26,10.505986
0.42,32,10.52042
2.86,20,10.529259
0.29,26,10.544362
0.31,28,10.556221
0.34,28,10.568263
2.81,20,10.577061
0.4,32,10.591734
2.81,14,10.598047
0.35,32,10.612229
2.74,10,10.616776
2.79,14,10.622977
0.33,26,11.32286
2.8,20,11.333433
2.93,32,11.348993
0.45,32,11.364164
2.83,14,11.370494
2.78,10,11.377892
2.82,18,11.386248
2.8,22,11.397604
2.79,10,11.402178
0.37,20,11.410667
2.83,26,11.423505
2.86,18,11.433058
2.83,16,11.440574
0.29,24,11.451617
2.82,18,11.459966
0.36,32,11.474312
0.36,18,11.482316
0.38,32,11.497174
2.79,14,11.503663
0.3,28,11.51602
2.79,16,11.522974
2.9,28,11.5354
2.79,18,11.543675
0.36,22,11.557393
2.86,16,11.564635
0.39,24,11.57513
2.79,18,11.583037
2.78,12,11.589858
2.74,12,11.596518
0.36,28,11.609001
2.84,28,11.621041
2.73,10,11.625566
0.32,30,11.655004
2.83,18,11.663057
0.35,32,11.678932
0.32,28,11.691882
0.33,30,11.704996
2.85,22,11.715309
2.74,10,11.719964
2.78,22,11.729296
2.86,16,11.736293
2.84,20,11.744885
2.95,26,11.756289
2.79,10,11.760839
2.78,20,11.769443
2.85,18,11.777611
0.34,24,11.787993
0.36,22,11.797677
2.82,18,11.805784
0.35,26,11.821884
2.81,22,11.835434
0.39,20,11.846986
2.78,14,11.85331
0.32,32,11.868055
0.38,32,11.88368
2.85,18,11.891595
2.86,22,11.901129
0.31,32,11.915518
0.4,32,11.929897
2.78,16,11.937128
0.34,30,11.951022
0.27,32,11.968404
0.21,32,11.983073
0.4,22,11.992721
2.69,12,11.998001
0.36,32,12.012309
2.84,20,12.021024
2.79,14,12.027452
0.39,24,12.03775
2.79,20,12.046603
2.82,14,12.052878
0.32,26,12.063852
2.75,14,12.073126
2.93,30,12.086014
2.93,28,12.097738
0.32,20,12.106362
0.37,26,12.134522
0.4,28,12.146793
0.31,24,12.157133
2.78,18,12.164978
2.74,10,12.169766
2.79,14,12.17619
2.84,16,12.183389
0.27,26,12.19448
2.74,10,12.199078
2.91,22,12.20843
0.34,28,12.220876
0.36,32,12.238849
2.91,20,12.247554
2.85,20,12.256253
2.82,26,12.267196
2.86,30,12.280159
0.39,22,12.289681
0.27,32,12.970569
0.35,32,12.985899
2.78,10,12.990751
2.81,24,13.00107
2.92,32,13.015636
0.27,32,13.030024
2.73,10,13.034612
2.78,10,13.039236
2.82,14,13.045429
2.86,20,13.054149
2.74,12,13.05974
0.36,32,13.074014
0.32,18,13.082105
2.83,22,13.091594
0.37,18,13.099417
0.24,32,13.114127
2.73,10,13.118809
2.86,20,13.127585
2.77,14,13.133689
2.79,10,13.138262
0.42,16,13.1454
2.75,16,13.152427
0.41,24,13.162703
0.35,32,13.18054
2.81,18,13.188618
2.82,14,13.194842
0.41,30,13.207778
0.37,32,13.222406
0.45,24,13.233008
2.79,14,13.23932
2.81,28,13.256333
2.8,28,13.268616
